NEWAGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,GEO_ID
7,237,70,167,0500000US31011
0,10772,5356,5416,0500000US31013
1,2940,1478,1462,0500000US31013
2,3044,1546,1498,0500000US31013
3,1088,526,562,0500000US31013
4,1658,858,800,0500000US31013
5,1215,621,594,0500000US31013
6,519,214,305,0500000US31013
7,308,113,195,0500000US31013
0,1955,981,974,0500000US31015
1,409,203,206,0500000US31015
2,424,221,203,0500000US31015
3,196,106,90,0500000US31015
4,328,169,159,0500000US31015
5,308,164,144,0500000US31015
6,179,80,99,0500000US31015
7,111,38,73,0500000US31015
0,2973,1450,1523,0500000US31017
1,696,348,348,0500000US31017
2,692,350,342,0500000US31017
3,332,169,163,0500000US31017
4,477,227,250,0500000US31017
5,393,190,203,0500000US31017
6,258,121,137,0500000US31017
7,125,45,80,0500000US31017
0,49615,24823,24792,0500000US31019
1,13585,7048,6537,0500000US31019
2,18141,9316,8825,0500000US31019
3,5047,2531,2516,0500000US31019
4,5645,2718,2927,0500000US31019
5,4117,2005,2112,0500000US31019
6,2034,867,1167,0500000US31019
7,1046,338,708,0500000US31019
0,6488,3220,3268,0500000US31021
1,1582,841,741,0500000US31021
2,1608,794,814,0500000US31021
3,757,374,383,0500000US31021
4,975,502,473,0500000US31021
5,800,392,408,0500000US31021
6,489,226,263,0500000US31021
7,277,91,186,0500000US31021
0,8058,4074,3984,0500000US31023
1,2050,1031,1019,0500000US31023
2,2131,1146,985,0500000US31023
3,968,506,462,0500000US31023
4,1222,616,606,0500000US31023
5,906,446,460,0500000US31023
6,511,236,275,0500000US31023
7,270,93,177,0500000US31023
0,26159,13179,12980,0500000US31025
1,6858,3596,3262,0500000US31025
2,7262,3720,3542,0500000US31025
3,3463,1714,1749,0500000US31025
4,3999,1998,2001,0500000US31025
5,2790,1391,1399,0500000US31025
6,1243,580,663,0500000US31025
7,544,180,364,0500000US31025
0,8446,4275,4171,0500000US31027
1,2329,1241,1088,0500000US31027
2,2018,1039,979,0500000US31027
3,943,462,481,0500000US31027
4,1348,694,654,0500000US31027
5,890,466,424,0500000US31027
6,577,254,323,0500000US31027
7,341,119,222,0500000US31027
0,3977,1970,2007,0500000US31029
1,1099,562,537,0500000US31029
2,1037,528,509,0500000US31029
3,434,228,206,0500000US31029
4,593,288,305,0500000US31029
5,389,201,188,0500000US31029
6,267,115,152,0500000US31029
7,158,48,110,0500000US31029
0,5761,2921,2840,0500000US31031
1,1459,768,691,0500000US31031
2,1568,828,740,0500000US31031
3,643,310,333,0500000US31031
4,835,428,407,0500000US31031
5,643,300,343,0500000US31031
6,413,213,200,0500000US31031
7,200,74,126,0500000US31031
0,9310,4682,4628,0500000US31033
1,2387,1220,1167,0500000US31033
2,2658,1357,1301,0500000US31033
3,1109,589,520,0500000US31033
4,1348,694,654,0500000US31033
5,978,495,483,0500000US31033
6,532,223,309,0500000US31033
7,298,104,194,0500000US31033
0,6214,3190,3024,0500000US31035
1,1659,870,789,0500000US31035
2,1646,854,792,0500000US31035
3,688,351,337,0500000US31035
4,959,485,474,0500000US31035
5,708,386,322,0500000US31035
6,351,163,188,0500000US31035
7,203,81,122,0500000US31035
0,10881,5796,5085,0500000US31037
1,3500,1734,1766,0500000US31037
2,3448,2031,1417,0500000US31037
3,1201,671,530,0500000US31037
4,1267,665,602,0500000US31037
5,798,418,380,0500000US31037
6,435,205,230,0500000US31037
7,232,72,160,0500000US31037
0,8940,4479,4461,0500000US31039
1,2412,1216,1196,0500000US31039
2,2313,1175,1138,0500000US31039
3,999,517,482,0500000US31039
4,1251,670,581,0500000US31039
5,934,465,469,0500000US31039
6,641,302,339,0500000US31039
7,390,134,256,0500000US31039
0,10840,5396,5444,0500000US31041
1,2803,1425,1378,0500000US31041
2,2859,1467,1392,0500000US31041
3,1169,576,593,0500000US31041
4,1578,799,779,0500000US31041
5,1301,643,658,0500000US31041
6,718,345,373,0500000US31041
7,412,141,271,0500000US31041
0,20083,10177,9906,0500000US31043
1,6269,3248,3021,0500000US31043
2,6388,3283,3105,0500000US31043
3,2344,1205,1139,0500000US31043
4,2347,1174,1173,0500000US31043
5,1575,768,807,0500000US31043
6,859,397,462,0500000US31043
7,301,102,199,0500000US31043
0,8716,4348,4368,0500000US31045
1,2137,1083,1054,0500000US31045
2,3071,1596,1475,0500000US31045
3,787,389,398,0500000US31045
4,1105,533,572,0500000US31045
5,809,402,407,0500000US31045
6,532,249,283,0500000US31045
7,275,96,179,0500000US31045
0,23709,12326,11383,0500000US31047
1,7027,3657,3370,0500000US31047
2,7197,3901,3296,0500000US31047
3,2657,1416,1241,0500000US31047
4,2881,1512,1369,0500000US31047
5,2241,1116,1125,0500000US31047
6,1129,505,624,0500000US31047
7,577,219,358,0500000US31047
0,1825,905,920,0500000US31049
1,423,210,213,0500000US31049
2,430,211,219,0500000US31049
3,222,121,101,0500000US31049
4,321,161,160,0500000US31049
5,230,114,116,0500000US31049
6,149,66,83,0500000US31049
7,50,22,28,0500000US31049
0,5709,2908,2801,0500000US31051
1,1597,842,755,0500000US31051
2,1476,748,728,0500000US31051
3,656,352,304,0500000US31051
4,834,427,407,0500000US31051
5,656,345,311,0500000US31051
6,351,160,191,0500000US31051
7,139,34,105,0500000US31051
0,36791,18257,18534,0500000US31053
1,9912,5021,4891,0500000US31053
2,10703,5539,5164,0500000US31053
3,4256,2158,2098,0500000US31053
4,4843,2382,2461,0500000US31053
5,3655,1753,1902,0500000US31053
6,2183,947,1236,0500000US31053
7,1239,457,782,0500000US31053
0,566880,279878,287002,0500000US31055
1,159962,81583,78379,0500000US31055
2,200932,101115,99817,0500000US31055
3,66112,33072,33040,0500000US31055
4,66122,31866,34256,0500000US31055
5,44351,20491,23860,0500000US31055
6,20260,8572,11688,0500000US31055
7,9141,3179,5962,0500000US31055
0,1770,885,885,0500000US31057
1,375,202,173,0500000US31057
2,451,230,221,0500000US31057
3,202,101,101,0500000US31057
4,295,149,146,0500000US31057
5,236,115,121,0500000US31057
6,129,55,74,0500000US31057
7,82,33,49,0500000US31057
0,5527,2764,2763,0500000US31059
1,1207,600,607,0500000US31059
2,1517,792,725,0500000US31059
3,669,345,324,0500000US31059
4,884,454,430,0500000US31059
5,633,313,320,0500000US31059
6,402,176,226,0500000US31059
7,215,84,131,0500000US31059
0,3023,1488,1535,0500000US31061
1,641,333,308,0500000US31061
2,700,339,361,0500000US31061
3,318,162,156,0500000US31061
4,511,261,250,0500000US31061
5,443,218,225,0500000US31061
6,284,129,155,0500000US31061
7,126,46,80,0500000US31061
0,2608,1333,1275,0500000US31063
1,624,344,280,0500000US31063
2,669,348,321,0500000US31063
3,281,124,157,0500000US31063
4,411,228,183,0500000US31063
5,328,159,169,0500000US31063
6,198,97,101,0500000US31063
7,97,33,64,0500000US31063
0,4715,2348,2367,0500000US31065
1,1135,588,547,0500000US31065
2,1155,597,558,0500000US31065
3,525,279,246,0500000US31065
4,719,367,352,0500000US31065
5,649,301,348,0500000US31065
6,362,165,197,0500000US31065
7,170,51,119,0500000US31065
0,21493,10735,10758,0500000US31067
1,5289,2782,2507,0500000US31067
2,5761,2940,2821,0500000US31067
3,2605,1307,1298,0500000US31067
4,3365,1679,1686,0500000US31067
5,2280,1113,1167,0500000US31067
6,1417,616,801,0500000US31067
7,776,298,478,0500000US31067
0,1897,992,905,0500000US31069
1,404,239,165,0500000US31069
2,428,228,200,0500000US31069
3,208,101,107,0500000US31069
4,327,178,149,0500000US31069
5,253,120,133,0500000US31069
6,204,95,109,0500000US31069
7,73,31,42,0500000US31069
0,1987,992,995,0500000US31071
1,407,206,201,0500000US31071
2,470,247,223,0500000US31071
3,190,86,104,0500000US31071
4,349,187,162,0500000US31071
5,276,140,136,0500000US31071
6,193,99,94,0500000US31071
7,102,27,75,0500000US31071
0,1996,1023,973,0500000US31073
1,483,265,218,0500000US31073
2,474,238,236,0500000US31073
3,229,120,109,0500000US31073
4,333,169,164,0500000US31073
5,250,126,124,0500000US31073
6,147,78,69,0500000US31073
7,80,27,53,0500000US31073
0,660,349,311,0500000US31075
1,173,93,80,0500000US31075
2,171,94,77,0500000US31075
3,54,25,29,0500000US31075
4,113,60,53,0500000US31075
5,88,42,46,0500000US31075
6,55,31,24,0500000US31075
7,6,4,2,0500000US31075
0,2356,1160,1196,0500000US31077
1,589,297,292,0500000US31077
2,595,287,308,0500000US31077
3,223,109,114,0500000US31077
4,345,173,172,0500000US31077
5,283,158,125,0500000US31077
6,205,99,106,0500000US31077
7,116,37,79,0500000US31077
0,61607,31080,30527,0500000US31079
1,18358,9577,8781,0500000US31079
2,19413,9944,9469,0500000US31079
3,7158,3635,3523,0500000US31079
4,7528,3781,3747,0500000US31079
5,5180,2476,2704,0500000US31079
6,2643,1174,1469,0500000US31079
7,1327,493,834,0500000US31079
0,9280,4658,4622,0500000US31081
1,2448,1289,1159,0500000US31081
2,2543,1297,1246,0500000US31081
3,1129,564,565,0500000US31081
4,1313,632,681,0500000US31081
5,1000,503,497,0500000US31081
6,565,273,292,0500000US31081
7,282,100,182,0500000US31081
0,3401,1762,1639,0500000US31083
1,797,434,363,0500000US31083
2,748,381,367,0500000US31083
3,389,209,180,0500000US31083
4,576,295,281,0500000US31083
5,484,261,223,0500000US31083
6,276,130,146,0500000US31083
7,131,52,79,0500000US31083
0,916,474,442,0500000US31085
1,215,108,107,0500000US31085
2,220,115,105,0500000US31085
3,63,35,28,0500000US31085
4,166,87,79,0500000US31085
5,124,69,55,0500000US31085
6,81,37,44,0500000US31085
7,47,23,24,0500000US31085
0,2806,1413,1393,0500000US31087
1,690,360,330,0500000US31087
2,689,357,332,0500000US31087
3,283,139,144,0500000US31087
4,433,225,208,0500000US31087
5,377,188,189,0500000US31087
6,222,100,122,0500000US31087
7,112,44,68,0500000US31087
0,10178,5088,5090,0500000US31089
1,2759,1410,1349,0500000US31089
2,2525,1306,1219,0500000US31089
3,1052,524,528,0500000US31089
4,1645,830,815,0500000US31089
5,1156,584,572,0500000US31089
6,687,297,390,0500000US31089
7,354,137,217,0500000US31089
0,682,329,353,0500000US31091
1,167,86,81,0500000US31091
2,154,78,76,0500000US31091
3,56,25,31,0500000US31091
4,97,47,50,0500000US31091
5,97,48,49,0500000US31091
6,60,26,34,0500000US31091
7,51,19,32,0500000US31091
0,6468,3281,3187,0500000US31093
1,1694,907,787,0500000US31093
2,1685,857,828,0500000US31093
3,797,399,398,0500000US31093
4,928,475,453,0500000US31093
5,736,359,377,0500000US31093
6,403,199,204,0500000US31093
7,225,85,140,0500000US31093
0,7097,3511,3586,0500000US31095
1,1696,864,832,0500000US31095
2,1760,904,856,0500000US31095
3,802,390,412,0500000US31095
4,1141,581,560,0500000US31095
5,895,437,458,0500000US31095
6,527,243,284,0500000US31095
7,276,92,184,0500000US31095
0,5134,3019,2115,0500000US31097
1,1056,532,524,0500000US31097
2,1700,1198,502,0500000US31097
3,666,438,228,0500000US31097
4,749,420,329,0500000US31097
5,496,247,249,0500000US31097
6,281,128,153,0500000US31097
7,186,56,130,0500000US31097
0,6544,3264,3280,0500000US31099
1,1737,871,866,0500000US31099
2,1825,928,897,0500000US31099
3,762,400,362,0500000US31099
4,939,468,471,0500000US31099
5,680,332,348,0500000US31099
6,410,191,219,0500000US31099
7,191,74,117,0500000US31099
0,8021,4046,3975,0500000US31101
1,1732,925,807,0500000US31101
2,1918,970,948,0500000US31101
3,906,459,447,0500000US31101
4,1323,670,653,0500000US31101
5,1210,595,615,0500000US31101
6,703,335,368,0500000US31101
7,229,92,137,0500000US31101
0,810,393,417,0500000US31103
1,167,76,91,0500000US31103
2,170,88,82,0500000US31103
3,71,37,34,0500000US31103
4,151,79,72,0500000US31103
5,118,56,62,0500000US31103
6,93,44,49,0500000US31103
7,40,13,27,0500000US31103
0,3618,1816,1802,0500000US31105
1,864,447,417,0500000US31105
2,889,484,405,0500000US31105
3,408,197,211,0500000US31105
4,574,295,279,0500000US31105
5,434,196,238,0500000US31105
6,312,146,166,0500000US31105
7,137,51,86,0500000US31105
0,8419,4167,4252,0500000US31107
1,2229,1107,1122,0500000US31107
2,1929,1024,905,0500000US31107
3,866,445,421,0500000US31107
4,1317,668,649,0500000US31107
5,1028,504,524,0500000US31107
6,657,285,372,0500000US31107
7,393,134,259,0500000US31107
0,317272,159223,158049,0500000US31109
1,84418,43051,41367,0500000US31109
2,119258,61965,57293,0500000US31109
3,33794,17292,16502,0500000US31109
4,35663,17293,18370,0500000US31109
5,26648,12486,14162,0500000US31109
6,11973,5228,6745,0500000US31109
7,5518,1908,3610,0500000US31109
0,35185,17409,17776,0500000US31111
1,9062,4608,4454,0500000US31111
2,10307,5168,5139,0500000US31111
3,4031,2097,1934,0500000US31111
4,4980,2472,2508,0500000US31111
5,3791,1840,1951,0500000US31111
6,2019,883,1136,0500000US31111
7,995,341,654,0500000US31111
0,749,396,353,0500000US31113
1,208,115,93,0500000US31113
2,184,101,83,0500000US31113
3,71,36,35,0500000US31113
4,117,61,56,0500000US31113
5,95,48,47,0500000US31113
6,52,24,28,0500000US31113
7,22,11,11,0500000US31113
0,618,315,303,0500000US31115
1,128,76,52,0500000US31115
2,135,70,65,0500000US31115
3,56,27,29,0500000US31115
4,134,66,68,0500000US31115
5,97,47,50,0500000US31115
6,56,27,29,0500000US31115
7,12,2,10,0500000US31115
0,492,251,241,0500000US31117
1,107,55,52,0500000US31117
2,103,52,51,0500000US31117
3,73,45,28,0500000US31117
4,90,39,51,0500000US31117
5,65,32,33,0500000US31117
6,36,20,16,0500000US31117
7,18,8,10,0500000US31117
0,35392,17509,17883,0500000US31119
1,10009,4979,5030,0500000US31119
2,11006,5656,5350,0500000US31119
3,3830,1920,1910,0500000US31119
4,4904,2451,2453,0500000US31119
5,3003,1420,1583,0500000US31119
6,1622,700,922,0500000US31119
7,1018,383,635,0500000US31119
0,7733,3875,3858,0500000US31121
1,1902,953,949,0500000US31121
2,2116,1075,1041,0500000US31121
3,971,487,484,0500000US31121
4,1154,605,549,0500000US31121
5,816,430,386,0500000US31121
6,519,230,289,0500000US31121
7,255,95,160,0500000US31121
0,4686,2405,2281,0500000US31123
1,1181,615,566,0500000US31123
2,1276,671,605,0500000US31123
3,549,283,266,0500000US31123
4,687,341,346,0500000US31123
5,508,278,230,0500000US31123
6,338,158,180,0500000US31123
7,147,59,88,0500000US31123
0,3532,1754,1778,0500000US31125
1,858,447,411,0500000US31125
2,913,479,434,0500000US31125
3,400,197,203,0500000US31125
4,606,319,287,0500000US31125
5,401,190,211,0500000US31125
6,214,74,140,0500000US31125
7,140,48,92,0500000US31125
0,6958,3479,3479,0500000US31127
1,1823,932,891,0500000US31127
2,2081,1071,1010,0500000US31127
3,703,338,365,0500000US31127
4,954,474,480,0500000US31127
5,780,401,379,0500000US31127
6,410,192,218,0500000US31127
7,207,71,136,0500000US31127
0,4195,2085,2110,0500000US31129
1,920,482,438,0500000US31129
2,1011,523,488,0500000US31129
3,433,225,208,0500000US31129
4,694,338,356,0500000US31129
5,589,285,304,0500000US31129
6,352,154,198,0500000US31129
7,196,78,118,0500000US31129
0,15985,7929,8056,0500000US31131
1,4181,2135,2046,0500000US31131
2,4394,2252,2142,0500000US31131
3,1943,988,955,0500000US31131
4,2357,1178,1179,0500000US31131
5,1589,755,834,0500000US31131
6,941,431,510,0500000US31131
7,580,190,390,0500000US31131
0,2632,1296,1336,0500000US31133
1,617,317,300,0500000US31133
2,577,287,290,0500000US31133
3,266,137,129,0500000US31133
4,417,205,212,0500000US31133
5,378,192,186,0500000US31133
6,219,96,123,0500000US31133
7,158,62,96,0500000US31133
0,2929,1492,1437,0500000US31135
1,799,418,381,0500000US31135
2,766,411,355,0500000US31135
3,269,139,130,0500000US31135
4,408,195,213,0500000US31135
5,372,201,171,0500000US31135
6,189,81,108,0500000US31135
7,126,47,79,0500000US31135
0,8996,4511,4485,0500000US31137
1,2339,1218,1121,0500000US31137
2,2459,1284,1175,0500000US31137
3,1079,548,531,0500000US31137
4,1255,653,602,0500000US31137
5,926,433,493,0500000US31137
6,612,258,354,0500000US31137
7,326,117,209,0500000US31137
0,7142,3615,3527,0500000US31139
1,1915,973,942,0500000US31139
2,1912,1010,902,0500000US31139
3,862,425,437,0500000US31139
4,1075,556,519,0500000US31139
5,714,359,355,0500000US31139
6,439,197,242,0500000US31139
7,225,95,130,0500000US31139
0,33363,16904,16459,0500000US31141
1,9501,4909,4592,0500000US31141
2,9881,5186,4695,0500000US31141
3,3697,1911,1786,0500000US31141
4,4557,2276,2281,0500000US31141
5,3066,1527,1539,0500000US31141
6,1757,768,989,0500000US31141
7,904,327,577,0500000US31141
0,5278,2605,2673,0500000US31143
1,1324,669,655,0500000US31143
2,1285,615,670,0500000US31143
3,671,364,307,0500000US31143
4,790,395,395,0500000US31143
5,666,339,327,0500000US31143
6,329,149,180,0500000US31143
7,213,74,139,0500000US31143
0,10726,5337,5389,0500000US31145
1,2688,1383,1305,0500000US31145
2,3035,1560,1475,0500000US31145
3,1160,606,554,0500000US31145
4,1612,776,836,0500000US31145
5,1115,560,555,0500000US31145
6,735,308,427,0500000US31145
7,381,144,237,0500000US31145
0,7937,3990,3947,0500000US31147
1,1849,988,861,0500000US31147
2,1913,983,930,0500000US31147
3,928,456,472,0500000US31147
4,1289,651,638,0500000US31147
5,1001,490,511,0500000US31147
6,592,283,309,0500000US31147
7,365,139,226,0500000US31147
0,1360,685,675,0500000US31149
1,292,158,134,0500000US31149
2,328,174,154,0500000US31149
3,100,47,53,0500000US31149
4,277,142,135,0500000US31149
5,204,105,99,0500000US31149
6,96,44,52,0500000US31149
7,63,15,48,0500000US31149
0,14350,7344,7006,0500000US31151
1,4254,2171,2083,0500000US31151
2,4478,2398,2080,0500000US31151
3,1741,900,841,0500000US31151
4,1722,885,837,0500000US31151
5,1172,576,596,0500000US31151
6,640,300,340,0500000US31151
7,343,114,229,0500000US31151
0,184459,92307,92152,0500000US31153
1,54737,28038,26699,0500000US31153
2,64428,32960,31468,0500000US31153
3,22913,11479,11434,0500000US31153
4,20704,10180,10524,0500000US31153
5,13041,6105,6936,0500000US31153
6,6175,2685,3490,0500000US31153
7,2461,860,1601,0500000US31153
0,21303,10772,10531,0500000US31155
1,5633,2950,2683,0500000US31155
2,5802,2930,2872,0500000US31155
3,2693,1371,1322,0500000US31155
4,3183,1607,1576,0500000US31155
5,2290,1187,1103,0500000US31155
6,1206,554,652,0500000US31155
7,496,173,323,0500000US31155
0,35989,17515,18474,0500000US31157
1,9895,5052,4843,0500000US31157
2,10513,5300,5213,0500000US31157
3,3861,1867,1994,0500000US31157
4,4871,2355,2516,0500000US31157
5,3720,1727,1993,0500000US31157
6,2000,839,1161,0500000US31157
7,1129,375,754,0500000US31157
0,17318,8857,8461,0500000US31159
1,4931,2603,2328,0500000US31159
2,5233,2743,2490,0500000US31159
3,1974,1017,957,0500000US31159
4,2264,1144,1120,0500000US31159
5,1613,805,808,0500000US31159
6,873,400,473,0500000US31159
7,430,145,285,0500000US31159
0,5190,2546,2644,0500000US31161
1,1254,658,596,0500000US31161
2,1226,614,612,0500000US31161
3,567,300,267,0500000US31161
4,750,356,394,0500000US31161
5,742,367,375,0500000US31161
6,409,165,244,0500000US31161
7,242,86,156,0500000US31161
0,3038,1492,1546,0500000US31163
1,702,348,354,0500000US31163
2,666,352,314,0500000US31163
3,355,169,186,0500000US31163
4,492,247,245,0500000US31163
5,423,210,213,0500000US31163
6,268,115,153,0500000US31163
7,132,51,81,0500000US31163
0,1187,609,578,0500000US31165
1,243,122,121,0500000US31165
2,270,136,134,0500000US31165
3,115,53,62,0500000US31165
4,220,124,96,0500000US31165
5,172,91,81,0500000US31165
6,105,46,59,0500000US31165
7,62,37,25,0500000US31165
0,5970,3026,2944,0500000US31167
1,1613,839,774,0500000US31167
2,1666,854,812,0500000US31167
3,707,376,331,0500000US31167
4,918,462,456,0500000US31167
5,589,286,303,0500000US31167
6,331,140,191,0500000US31167
7,146,69,77,0500000US31167
0,5039,2507,2532,0500000US31169
1,1257,623,634,0500000US31169
2,1200,648,552,0500000US31169
3,556,265,291,0500000US31169
4,753,394,359,0500000US31169
5,643,314,329,0500000US31169
6,387,170,217,0500000US31169
7,243,93,150,0500000US31169
0,720,370,350,0500000US31171
1,183,103,80,0500000US31171
2,170,89,81,0500000US31171
3,82,43,39,0500000US31171
4,98,46,52,0500000US31171
5,112,54,58,0500000US31171
6,54,27,27,0500000US31171
7,21,8,13,0500000US31171
0,7303,3605,3698,0500000US31173
1,2879,1464,1415,0500000US31173
2,2116,1066,1050,0500000US31173
3,675,304,371,0500000US31173
4,768,385,383,0500000US31173
5,466,217,249,0500000US31173
6,265,117,148,0500000US31173
7,134,52,82,0500000US31173
0,4190,2079,2111,0500000US31175
1,1038,523,515,0500000US31175
2,1041,515,526,0500000US31175
3,483,261,222,0500000US31175
4,567,281,286,0500000US31175
5,550,268,282,0500000US31175
6,344,163,181,0500000US31175
7,167,68,99,0500000US31175
0,20667,10357,10310,0500000US31177
1,5496,2855,2641,0500000US31177
2,5660,2879,2781,0500000US31177
3,2733,1365,1368,0500000US31177
4,3105,1547,1558,0500000US31177
5,2208,1114,1094,0500000US31177
6,1007,437,570,0500000US31177
7,458,160,298,0500000US31177
0,9403,4726,4677,0500000US31179
1,2530,1277,1253,0500000US31179
2,3290,1665,1625,0500000US31179
3,889,456,433,0500000US31179
4,1158,613,545,0500000US31179
5,774,382,392,0500000US31179
6,451,217,234,0500000US31179
7,311,116,195,0500000US31179
0,3533,1758,1775,0500000US31181
1,841,421,420,0500000US31181
2,899,485,414,0500000US31181
3,413,198,215,0500000US31181
4,570,297,273,0500000US31181
5,409,206,203,0500000US31181
6,274,108,166,0500000US31181
7,127,43,84,0500000US31181
0,805,411,394,0500000US31183
1,171,90,81,0500000US31183
2,186,98,88,0500000US31183
3,84,45,39,0500000US31183
4,156,86,70,0500000US31183
5,103,52,51,0500000US31183
6,73,32,41,0500000US31183
7,32,8,24,0500000US31183
0,13772,6742,7030,0500000US31185
1,3622,1859,1763,0500000US31185
2,4000,1986,2014,0500000US31185
3,1451,722,729,0500000US31185
4,1899,930,969,0500000US31185
5,1483,703,780,0500000US31185
6,865,365,500,0500000US31185
7,452,177,275,0500000US31185
0,24440,12410,12030,0500000US32001
1,6099,3153,2946,0500000US32001
2,7408,3897,3511,0500000US32001
3,2895,1453,1442,0500000US32001
4,3410,1680,1730,0500000US32001
5,2776,1365,1411,0500000US32001
6,1437,699,738,0500000US32001
7,415,163,252,0500000US32001
0,2231647,1112805,1118842,0500000US32003
1,566928,289863,277065,0500000US32003
2,775562,390696,384866,0500000US32003
3,296307,149568,146739,0500000US32003
4,264158,129716,134442,0500000US32003
5,201997,95283,106714,0500000US32003
6,96712,45298,51414,0500000US32003
7,29983,12381,17602,0500000US32003
0,48467,24356,24111,0500000US32005
1,8765,4593,4172,0500000US32005
2,11367,5901,5466,0500000US32005
3,5612,2703,2909,0500000US32005
4,8915,4259,4656,0500000US32005
5,8321,4202,4119,0500000US32005
6,4156,2123,2033,0500000US32005
7,1331,575,756,0500000US32005
0,52460,27242,25218,0500000US32007
1,15545,8060,7485,0500000US32007
2,17910,9449,8461,0500000US32007
3,6554,3356,3198,0500000US32007
4,6508,3414,3094,0500000US32007
5,3712,1911,1801,0500000US32007
6,1622,810,812,0500000US32007
7,609,242,367,0500000US32007
0,826,456,370,0500000US32009
1,134,71,63,0500000US32009
2,189,103,86,0500000US32009
3,77,44,33,0500000US32009
4,122,66,56,0500000US32009
5,173,92,81,0500000US32009
6,89,55,34,0500000US32009
7,42,25,17,0500000US32009
0,2003,1058,945,0500000US32011
1,516,265,251,0500000US32011
2,534,277,257,0500000US32011
3,287,158,129,0500000US32011
4,340,185,155,0500000US32011
5,202,105,97,0500000US32011
6,94,54,40,0500000US32011
7,30,14,16,0500000US32011
0,16786,8749,8037,0500000US32013
1,4917,2494,2423,0500000US32013
2,5309,2837,2472,0500000US32013
3,2023,1061,962,0500000US32013
4,2243,1186,1057,0500000US32013
5,1457,792,665,0500000US32013
6,635,294,341,0500000US32013
7,202,85,117,0500000US32013
0,5575,2855,2720,0500000US32015
1,1600,802,798,0500000US32015
2,1677,880,797,0500000US32015
3,717,369,348,0500000US32015
4,699,393,306,0500000US32015
5,510,250,260,0500000US32015
6,285,134,151,0500000US32015
7,87,27,60,0500000US32015
0,5201,2791,2410,0500000US32017
1,1179,643,536,0500000US32017
2,1469,841,628,0500000US32017
3,595,319,276,0500000US32017
4,670,331,339,0500000US32017
5,753,399,354,0500000US32017
6,415,208,207,0500000US32017
7,120,50,70,0500000US32017
0,55808,28540,27268,0500000US32019
1,13036,6764,6272,0500000US32019
2,16034,8298,7736,0500000US32019
3,6682,3415,3267,0500000US32019
4,8243,4198,4045,0500000US32019
5,7478,3705,3773,0500000US32019
6,3502,1790,1712,0500000US32019
7,833,370,463,0500000US32019
0,4514,2235,2279,0500000US32021
1,966,505,461,0500000US32021
2,1211,625,586,0500000US32021
3,466,222,244,0500000US32021
4,757,354,403,0500000US32021
5,610,311,299,0500000US32021
6,381,166,215,0500000US32021
7,123,52,71,0500000US32021
0,45346,23201,22145,0500000US32023
1,8377,4275,4102,0500000US32023
2,10361,5606,4755,0500000US32023
3,5147,2537,2610,0500000US32023
4,7827,3817,4010,0500000US32023
5,8064,4062,4002,0500000US32023
6,4486,2407,2079,0500000US32023
7,1084,497,587,0500000US32023
0,6666,4294,2372,0500000US32027
1,1216,633,583,0500000US32027
2,2384,1754,630,0500000US32027
3,1070,760,310,0500000US32027
4,933,571,362,0500000US32027
5,619,332,287,0500000US32027
6,361,208,153,0500000US32027
7,83,36,47,0500000US32027
0,4029,2061,1968,0500000US32029
1,542,261,281,0500000US32029
2,820,439,381,0500000US32029
3,519,256,263,0500000US32029
4,880,443,437,0500000US32029
5,850,431,419,0500000US32029
6,322,194,128,0500000US32029
7,96,37,59,0500000US32029
0,465735,234560,231175,0500000US32031
1,111434,57184,54250,0500000US32031
2,158430,81025,77405,0500000US32031
3,58254,29569,28685,0500000US32031
4,61456,30337,31119,0500000US32031
5,48185,23513,24672,0500000US32031
6,21106,10159,10947,0500000US32031
7,6870,2773,4097,0500000US32031
0,9475,5503,3972,0500000US32033
1,2052,1027,1025,0500000US32033
2,3253,2167,1086,0500000US32033
3,1136,683,453,0500000US32033
4,1332,747,585,0500000US32033
5,967,522,445,0500000US32033
6,537,275,262,0500000US32033
7,198,82,116,0500000US32033
0,55414,28439,26975,0500000US32510
1,12416,6314,6102,0500000US32510
2,16671,9193,7478,0500000US32510
3,6998,3770,3228,0500000US32510
4,8068,4022,4046,0500000US32510
5,6578,3135,3443,0500000US32510
6,3427,1533,1894,0500000US32510
7,1256,472,784,0500000US32510
0,61022,30141,30881,0500000US33001
1,12389,6366,6023,0500000US33001
2,16235,8173,8062,0500000US33001
3,8192,3985,4207,0500000US33001
4,10701,5213,5488,0500000US33001
5,8149,4003,4146,0500000US33001
6,3703,1742,1961,0500000US33001
7,1653,659,994,0500000US33001
0,48779,24201,24578,0500000US33003
1,8481,4476,4005,0500000US33003
2,11063,5547,5516,0500000US33003
3,6387,3126,3261,0500000US33003
4,9236,4432,4804,0500000US33003
5,8326,4149,4177,0500000US33003
6,3757,1875,1882,0500000US33003
7,1529,596,933,0500000US33003
0,76493,37437,39056,0500000US33005
1,16786,8393,8393,0500000US33005
2,22868,11490,11378,0500000US33005
3,9658,4799,4859,0500000US33005
4,11957,5771,6186,0500000US33005
5,9147,4464,4683,0500000US33005
6,4295,1899,2396,0500000US33005
7,1782,621,1161,0500000US33005
0,31589,16683,14906,0500000US33007
1,5685,2950,2735,0500000US33007
2,8553,4942,3611,0500000US33007
3,4435,2428,2007,0500000US33007
4,5422,2774,2648,0500000US33007
