NEWAGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,GEO_ID
5,4352,2241,2111,0500000US33007
6,2150,1002,1148,0500000US33007
7,992,346,646,0500000US33007
0,89786,44377,45409,0500000US33009
1,18626,9608,9018,0500000US33009
2,27799,14126,13673,0500000US33009
3,10854,5225,5629,0500000US33009
4,13941,6703,7238,0500000US33009
5,10854,5293,5561,0500000US33009
6,5319,2553,2766,0500000US33009
7,2393,869,1524,0500000US33009
0,415247,206632,208615,0500000US33011
1,94105,48247,45858,0500000US33011
2,133903,68458,65445,0500000US33011
3,59907,29829,30078,0500000US33011
4,61984,30724,31260,0500000US33011
5,38703,18544,20159,0500000US33011
6,18167,7932,10235,0500000US33011
7,8478,2898,5580,0500000US33011
0,151132,74440,76692,0500000US33013
1,33164,16744,16420,0500000US33013
2,45960,23663,22297,0500000US33013
3,21013,10333,10680,0500000US33013
4,23429,11342,12087,0500000US33013
5,16180,7722,8458,0500000US33013
6,7667,3418,4249,0500000US33013
7,3719,1218,2501,0500000US33013
0,309176,153319,155857,0500000US33015
1,66072,34097,31975,0500000US33015
2,89399,45481,43918,0500000US33015
3,47175,23170,24005,0500000US33015
4,50992,25081,25911,0500000US33015
5,33987,16338,17649,0500000US33015
6,15215,6926,8289,0500000US33015
7,6336,2226,4110,0500000US33015
0,130090,63739,66351,0500000US33017
1,30393,15168,15225,0500000US33017
2,45875,23003,22872,0500000US33017
3,16599,8209,8390,0500000US33017
4,17688,8654,9034,0500000US33017
5,11669,5542,6127,0500000US33017
6,5425,2352,3073,0500000US33017
7,2441,811,1630,0500000US33017
0,43144,21297,21847,0500000US33019
1,8924,4516,4408,0500000US33019
2,11776,5914,5862,0500000US33019
3,6022,3045,2977,0500000US33019
4,7165,3541,3624,0500000US33019
5,5566,2753,2813,0500000US33019
6,2526,1149,1377,0500000US33019
7,1165,379,786,0500000US33019
0,265429,128539,136890,0500000US34001
1,63073,32127,30946,0500000US34001
2,78609,38991,39618,0500000US34001
3,36260,17149,19111,0500000US34001
4,39876,19140,20736,0500000US34001
5,27382,12865,14517,0500000US34001
6,14322,6236,8086,0500000US34001
7,5907,2031,3876,0500000US34001
0,936692,454688,482004,0500000US34003
1,219832,112193,107639,0500000US34003
2,287095,142912,144183,0500000US34003
3,136068,65845,70223,0500000US34003
4,132611,64048,68563,0500000US34003
5,87545,40534,47011,0500000US34003
6,48593,20550,28043,0500000US34003
7,24948,8606,16342,0500000US34003
0,445384,219438,225946,0500000US34005
1,102210,52332,49878,0500000US34005
2,138647,71620,67027,0500000US34005
3,63674,31133,32541,0500000US34005
4,65452,31644,33808,0500000US34005
5,42480,19567,22913,0500000US34005
6,22728,9566,13162,0500000US34005
7,10193,3576,6617,0500000US34005
0,507078,244608,262470,0500000US34007
1,126512,64709,61803,0500000US34007
2,165123,81544,83579,0500000US34007
3,67488,32187,35301,0500000US34007
4,68547,32552,35995,0500000US34007
5,45501,20506,24995,0500000US34007
6,22949,9572,13377,0500000US34007
7,10958,3538,7420,0500000US34007
0,92560,45218,47342,0500000US34009
1,18022,9212,8810,0500000US34009
2,23284,12093,11191,0500000US34009
3,11095,5497,5598,0500000US34009
4,15573,7292,8281,0500000US34009
5,14096,6648,7448,0500000US34009
6,7547,3423,4124,0500000US34009
7,2943,1053,1890,0500000US34009
0,150972,77018,73954,0500000US34011
1,39469,20012,19457,0500000US34011
2,50077,27777,22300,0500000US34011
3,19739,10033,9706,0500000US34011
4,18634,9132,9502,0500000US34011
5,13173,6085,7088,0500000US34011
6,6859,2887,3972,0500000US34011
7,3021,1092,1929,0500000US34011
0,799767,384964,414803,0500000US34013
1,208244,106326,101918,0500000US34013
2,273373,133752,139621,0500000US34013
3,111581,54253,57328,0500000US34013
4,98037,46277,51760,0500000US34013
5,61764,27157,34607,0500000US34013
6,31047,12275,18772,0500000US34013
7,15721,4924,10797,0500000US34013
0,291408,141789,149619,0500000US34015
1,70547,36092,34455,0500000US34015
2,91047,45225,45822,0500000US34015
3,41885,20160,21725,0500000US34015
4,41803,20168,21635,0500000US34015
5,27466,12695,14771,0500000US34015
6,13073,5584,7489,0500000US34015
7,5587,1865,3722,0500000US34015
0,676061,336666,339395,0500000US34017
1,151047,77270,73777,0500000US34017
2,290726,150623,140103,0500000US34017
3,82349,40896,41453,0500000US34017
4,72019,34515,37504,0500000US34017
5,45607,20299,25308,0500000US34017
6,23921,9635,14286,0500000US34017
7,10392,3428,6964,0500000US34017
0,124714,61767,62947,0500000US34019
1,27122,13936,13186,0500000US34019
2,32578,16698,15880,0500000US34019
3,20028,9511,10517,0500000US34019
4,21881,10904,10977,0500000US34019
5,13587,6729,6858,0500000US34019
6,6497,3004,3493,0500000US34019
7,3021,985,2036,0500000US34019
0,369811,180955,188856,0500000US34021
1,91937,46664,45273,0500000US34021
2,121946,61639,60307,0500000US34021
3,51372,25316,26056,0500000US34021
4,48556,23474,25082,0500000US34021
5,31579,14427,17152,0500000US34021
6,16226,6770,9456,0500000US34021
7,8195,2665,5530,0500000US34021
0,829685,408929,420756,0500000US34023
1,203740,104265,99475,0500000US34023
2,279891,141418,138473,0500000US34023
3,113259,56506,56753,0500000US34023
4,108597,52628,55969,0500000US34023
5,70987,32923,38064,0500000US34023
6,36399,15316,21083,0500000US34023
7,16812,5873,10939,0500000US34023
0,621354,302288,319066,0500000US34025
1,146727,74770,71957,0500000US34025
2,175328,87680,87648,0500000US34025
3,92287,44533,47754,0500000US34025
4,97811,47623,50188,0500000US34025
5,62725,29438,33287,0500000US34025
6,30905,13117,17788,0500000US34025
7,15571,5127,10444,0500000US34025
0,494228,242781,251447,0500000US34027
1,116911,60149,56762,0500000US34027
2,144504,72804,71700,0500000US34027
3,75636,36927,38709,0500000US34027
4,72841,35692,37149,0500000US34027
5,46501,21830,24671,0500000US34027
6,25420,10862,14558,0500000US34027
7,12415,4517,7898,0500000US34027
0,601651,290366,311285,0500000US34029
1,156053,80064,75989,0500000US34029
2,158785,80196,78589,0500000US34029
3,69988,34097,35891,0500000US34029
4,81173,38278,42895,0500000US34029
5,71727,32098,39629,0500000US34029
6,44052,18666,25386,0500000US34029
7,19873,6967,12906,0500000US34029
0,503310,245542,257768,0500000US34031
1,133822,68116,65706,0500000US34031
2,166258,82948,83310,0500000US34031
3,66019,32175,33844,0500000US34031
4,63998,30987,33011,0500000US34031
5,41673,18960,22713,0500000US34031
6,21762,9135,12627,0500000US34031
7,9778,3221,6557,0500000US34031
0,62607,30717,31890,0500000US34033
1,14741,7588,7153,0500000US34033
2,18399,9348,9051,0500000US34033
3,8499,4108,4391,0500000US34033
4,9331,4471,4860,0500000US34033
5,6626,3212,3414,0500000US34033
6,3305,1461,1844,0500000US34033
7,1706,529,1177,0500000US34033
0,331164,161879,169285,0500000US34035
1,80324,41268,39056,0500000US34035
2,98860,49364,49496,0500000US34035
3,51411,24964,26447,0500000US34035
4,48951,24073,24878,0500000US34035
5,28543,13303,15240,0500000US34035
6,15184,6425,8759,0500000US34035
7,7891,2482,5409,0500000US34035
0,140799,69985,70814,0500000US34037
1,31034,15863,15171,0500000US34037
2,39401,20162,19239,0500000US34037
3,22109,10843,11266,0500000US34037
4,23893,11838,12055,0500000US34037
5,15175,7391,7784,0500000US34037
6,6576,3011,3565,0500000US34037
7,2611,877,1734,0500000US34037
0,558067,272270,285797,0500000US34039
1,143835,73064,70771,0500000US34039
2,182192,91192,91000,0500000US34039
3,79069,38803,40266,0500000US34039
4,72719,35140,37579,0500000US34039
5,45175,20726,24449,0500000US34039
6,23077,9397,13680,0500000US34039
7,12000,3948,8052,0500000US34039
0,105779,51787,53992,0500000US34041
1,23417,11880,11537,0500000US34041
2,30046,15245,14801,0500000US34041
3,16058,7853,8205,0500000US34041
4,17028,8354,8674,0500000US34041
5,10786,5056,5730,0500000US34041
6,5694,2510,3184,0500000US34041
7,2750,889,1861,0500000US34041
0,678701,332972,345729,0500000US35001
1,164335,83966,80369,0500000US35001
2,233236,118333,114903,0500000US35001
3,81649,39962,41687,0500000US35001
4,88265,41645,46620,0500000US35001
5,66532,30504,36028,0500000US35001
6,31483,13686,17797,0500000US35001
7,13201,4876,8325,0500000US35001
0,3578,1889,1689,0500000US35003
1,493,256,237,0500000US35003
2,581,302,279,0500000US35003
3,282,160,122,0500000US35003
4,736,346,390,0500000US35003
5,903,495,408,0500000US35003
6,464,272,192,0500000US35003
7,119,58,61,0500000US35003
0,64689,32098,32591,0500000US35005
1,19133,10006,9127,0500000US35005
2,20137,10071,10066,0500000US35005
3,7214,3531,3683,0500000US35005
4,7879,3820,4059,0500000US35005
5,5820,2751,3069,0500000US35005
6,3099,1392,1707,0500000US35005
7,1407,527,880,0500000US35005
0,26746,13666,13080,0500000US35006
1,6976,3506,3470,0500000US35006
2,8894,4869,4025,0500000US35006
3,3031,1615,1416,0500000US35006
4,3539,1732,1807,0500000US35006
5,2510,1190,1320,0500000US35006
6,1305,558,747,0500000US35006
7,491,196,295,0500000US35006
0,12110,6142,5968,0500000US35007
1,2415,1249,1166,0500000US35007
2,3058,1637,1421,0500000US35007
3,1385,712,673,0500000US35007
4,2003,971,1032,0500000US35007
5,1895,940,955,0500000US35007
6,986,498,488,0500000US35007
7,368,135,233,0500000US35007
0,49437,25643,23794,0500000US35009
1,14382,7475,6907,0500000US35009
2,18939,10529,8410,0500000US35009
3,4786,2348,2438,0500000US35009
4,5128,2539,2589,0500000US35009
5,3443,1617,1826,0500000US35009
6,1949,839,1110,0500000US35009
7,810,296,514,0500000US35009
0,1781,882,899,0500000US35011
1,440,215,225,0500000US35011
2,404,214,190,0500000US35011
3,172,90,82,0500000US35011
4,268,120,148,0500000US35011
5,287,153,134,0500000US35011
6,137,63,74,0500000US35011
7,73,27,46,0500000US35011
0,217522,106762,110760,0500000US35013
1,61501,31010,30491,0500000US35013
2,75452,38092,37360,0500000US35013
3,22185,10471,11714,0500000US35013
4,24046,11202,12844,0500000US35013
5,19705,9375,10330,0500000US35013
6,10601,4928,5673,0500000US35013
7,4032,1684,2348,0500000US35013
0,57900,29150,28750,0500000US35015
1,16815,8446,8369,0500000US35015
2,19029,9916,9113,0500000US35015
3,6441,3283,3158,0500000US35015
4,7209,3611,3598,0500000US35015
5,4797,2351,2446,0500000US35015
6,2503,1137,1366,0500000US35015
7,1106,406,700,0500000US35015
0,27346,13428,13918,0500000US35017
1,6171,3170,3001,0500000US35017
2,6845,3444,3401,0500000US35017
3,2723,1295,1428,0500000US35017
4,4023,1889,2134,0500000US35017
5,4390,2140,2250,0500000US35017
6,2291,1126,1165,0500000US35017
7,903,364,539,0500000US35017
0,4341,2473,1868,0500000US35019
1,997,536,461,0500000US35019
2,1467,945,522,0500000US35019
3,444,252,192,0500000US35019
4,583,307,276,0500000US35019
5,426,238,188,0500000US35019
6,297,136,161,0500000US35019
7,127,59,68,0500000US35019
0,655,335,320,0500000US35021
1,94,48,46,0500000US35021
2,130,70,60,0500000US35021
3,58,30,28,0500000US35021
4,126,67,59,0500000US35021
5,131,55,76,0500000US35021
6,61,31,30,0500000US35021
7,55,34,21,0500000US35021
0,4240,2101,2139,0500000US35023
1,1066,529,537,0500000US35023
2,1090,584,506,0500000US35023
3,517,246,271,0500000US35023
4,619,295,324,0500000US35023
5,532,266,266,0500000US35023
6,293,136,157,0500000US35023
7,123,45,78,0500000US35023
0,69611,35768,33843,0500000US35025
1,22760,11712,11048,0500000US35025
2,23756,12652,11104,0500000US35025
3,7600,3898,3702,0500000US35025
4,7547,3892,3655,0500000US35025
5,4634,2197,2437,0500000US35025
6,2339,1056,1283,0500000US35025
7,975,361,614,0500000US35025
0,19556,9546,10010,0500000US35027
1,3948,2024,1924,0500000US35027
2,4514,2245,2269,0500000US35027
3,2158,1058,1100,0500000US35027
4,3319,1535,1784,0500000US35027
5,3348,1617,1731,0500000US35027
6,1750,825,925,0500000US35027
7,519,242,277,0500000US35027
0,19101,9705,9396,0500000US35028
1,4665,2380,2285,0500000US35028
2,5653,2982,2671,0500000US35028
3,2536,1251,1285,0500000US35028
4,2837,1470,1367,0500000US35028
5,1935,950,985,0500000US35028
6,1022,484,538,0500000US35028
7,453,188,265,0500000US35028
0,23963,12045,11918,0500000US35029
1,6841,3465,3376,0500000US35029
2,6823,3579,3244,0500000US35029
3,2435,1217,1218,0500000US35029
4,2812,1359,1453,0500000US35029
5,2755,1309,1446,0500000US35029
6,1705,857,848,0500000US35029
7,592,259,333,0500000US35029
0,72290,34976,37314,0500000US35031
1,22847,11742,11105,0500000US35031
2,24027,11882,12145,0500000US35031
3,8106,3850,4256,0500000US35031
4,8341,3833,4508,0500000US35031
5,5275,2245,3030,0500000US35031
6,2652,1054,1598,0500000US35031
7,1042,370,672,0500000US35031
0,4506,2304,2202,0500000US35033
1,897,443,454,0500000US35033
2,1052,552,500,0500000US35033
3,537,259,278,0500000US35033
4,724,373,351,0500000US35033
5,778,418,360,0500000US35033
6,364,188,176,0500000US35033
7,154,71,83,0500000US35033
0,66781,34530,32251,0500000US35035
1,17183,8888,8295,0500000US35035
2,23022,12874,10148,0500000US35035
3,6740,3238,3502,0500000US35035
4,8362,4029,4333,0500000US35035
5,6385,3169,3216,0500000US35035
6,3741,1807,1934,0500000US35035
7,1348,525,823,0500000US35035
0,8253,4029,4224,0500000US35037
1,1924,938,986,0500000US35037
2,2025,1057,968,0500000US35037
3,946,441,505,0500000US35037
4,1257,590,667,0500000US35037
5,1211,584,627,0500000US35037
6,672,334,338,0500000US35037
7,218,85,133,0500000US35037
0,39006,19075,19931,0500000US35039
1,10070,5019,5051,0500000US35039
2,10990,5497,5493,0500000US35039
3,4725,2303,2422,0500000US35039
4,5663,2778,2885,0500000US35039
5,4415,2115,2300,0500000US35039
6,2313,1061,1252,0500000US35039
7,830,302,528,0500000US35039
0,18743,9375,9368,0500000US35041
1,5474,2789,2685,0500000US35041
2,6753,3503,3250,0500000US35041
3,1874,934,940,0500000US35041
4,1970,923,1047,0500000US35041
5,1475,712,763,0500000US35041
6,876,396,480,0500000US35041
7,321,118,203,0500000US35041
0,145179,71144,74035,0500000US35043
1,37217,19125,18092,0500000US35043
2,44068,21919,22149,0500000US35043
3,18072,8868,9204,0500000US35043
4,20066,9474,10592,0500000US35043
5,16300,7598,8702,0500000US35043
6,7037,3263,3774,0500000US35043
7,2419,897,1522,0500000US35043
0,125043,61898,63145,0500000US35045
1,36163,18334,17829,0500000US35045
2,40212,20338,19874,0500000US35045
3,13762,6693,7069,0500000US35045
4,16221,8126,8095,0500000US35045
5,10931,5143,5788,0500000US35045
6,5509,2400,3109,0500000US35045
7,2245,864,1381,0500000US35045
0,27591,13671,13920,0500000US35047
1,6056,3079,2977,0500000US35047
2,7898,4021,3877,0500000US35047
3,3323,1655,1668,0500000US35047
4,4322,2144,2178,0500000US35047
5,3561,1697,1864,0500000US35047
6,1867,877,990,0500000US35047
7,564,198,366,0500000US35047
0,150056,72711,77345,0500000US35049
1,30128,15101,15027,0500000US35049
2,41481,21013,20468,0500000US35049
3,18583,9100,9483,0500000US35049
4,23379,10842,12537,0500000US35049
5,23346,10867,12479,0500000US35049
6,9875,4558,5317,0500000US35049
7,3264,1230,2034,0500000US35049
0,10968,5489,5479,0500000US35051
1,1875,970,905,0500000US35051
2,2229,1149,1080,0500000US35051
3,1122,534,588,0500000US35051
4,1736,811,925,0500000US35051
5,2166,1087,1079,0500000US35051
6,1352,711,641,0500000US35051
7,488,227,261,0500000US35051
0,16735,8396,8339,0500000US35053
1,4393,2224,2169,0500000US35053
2,4930,2605,2325,0500000US35053
3,1795,893,902,0500000US35053
4,2387,1140,1247,0500000US35053
5,1918,938,980,0500000US35053
6,972,467,505,0500000US35053
7,340,129,211,0500000US35053
0,32835,16164,16671,0500000US35055
1,6436,3340,3096,0500000US35055
2,8463,4405,4058,0500000US35055
3,4031,1969,2062,0500000US35055
4,5217,2459,2758,0500000US35055
5,5348,2508,2840,0500000US35055
6,2470,1156,1314,0500000US35055
7,870,327,543,0500000US35055
0,15591,8264,7327,0500000US35057
1,3624,1864,1760,0500000US35057
2,4487,2624,1863,0500000US35057
3,1849,941,908,0500000US35057
4,2400,1203,1197,0500000US35057
5,2019,1040,979,0500000US35057
6,921,463,458,0500000US35057
7,291,129,162,0500000US35057
0,4118,2304,1814,0500000US35059
1,840,422,418,0500000US35059
2,1389,933,456,0500000US35059
3,466,282,184,0500000US35059
4,561,299,262,0500000US35059
5,461,208,253,0500000US35059
6,277,122,155,0500000US35059
7,124,38,86,0500000US35059
0,76456,38350,38106,0500000US35061
1,19902,10199,9703,0500000US35061
2,23132,11976,11156,0500000US35061
3,9318,4670,4648,0500000US35061
4,10602,5148,5454,0500000US35061
5,8252,3975,4277,0500000US35061
6,3951,1823,2128,0500000US35061
7,1299,559,740,0500000US35061
0,307117,148733,158384,0500000US36001
1,68921,34822,34099,0500000US36001
2,108428,53826,54602,0500000US36001
3,37257,18197,19060,0500000US36001
4,40438,19553,20885,0500000US36001
5,29769,13823,15946,0500000US36001
6,14537,6028,8509,0500000US36001
7,7767,2484,5283,0500000US36001
0,46430,23569,22861,0500000US36003
1,12064,6356,5708,0500000US36003
2,13554,6949,6605,0500000US36003
3,5302,2628,2674,0500000US36003
4,6695,3405,3290,0500000US36003
5,5165,2611,2554,0500000US36003
6,2594,1216,1378,0500000US36003
7,1056,404,652,0500000US36003
0,1432132,674900,757232,0500000US36005
1,392880,200124,192756,0500000US36005
2,515655,247733,267922,0500000US36005
3,179334,82603,96731,0500000US36005
4,160888,72371,88517,0500000US36005
5,102014,43452,58562,0500000US36005
6,55534,20906,34628,0500000US36005
7,25827,7711,18116,0500000US36005
0,191659,94240,97419,0500000US36007
1,45061,23327,21734,0500000US36007
2,60507,30555,29952,0500000US36007
3,22077,10852,11225,0500000US36007
4,27472,13566,13906,0500000US36007
5,19398,9186,10212,0500000US36007
6,11236,4773,6463,0500000US36007
7,5908,1981,3927,0500000US36007
0,76840,38148,38692,0500000US36009
1,19125,9737,9388,0500000US36009
2,21588,10944,10644,0500000US36009
3,9718,4831,4887,0500000US36009
4,11680,5776,5904,0500000US36009
5,8587,4249,4338,0500000US36009
6,4296,1967,2329,0500000US36009
7,1846,644,1202,0500000US36009
0,77145,39522,37623,0500000US36011
1,16890,8675,8215,0500000US36011
2,23211,12641,10570,0500000US36011
3,10344,5393,4951,0500000US36011
4,11950,5957,5993,0500000US36011
5,8487,4219,4268,0500000US36011
6,4243,1945,2298,0500000US36011
7,2020,692,1328,0500000US36011
0,127939,63165,64774,0500000US36013
1,30330,15306,15024,0500000US36013
2,36630,18781,17849,0500000US36013
3,15836,7904,7932,0500000US36013
4,19439,9621,9818,0500000US36013
5,14253,6912,7341,0500000US36013
6,7679,3350,4329,0500000US36013
7,3772,1291,2481,0500000US36013
0,84254,41850,42404,0500000US36015
1,19996,10174,9822,0500000US36015
2,25235,13186,12049,0500000US36015
3,10687,5392,5295,0500000US36015
4,12361,6007,6354,0500000US36015
5,8967,4242,4725,0500000US36015
6,4733,2066,2667,0500000US36015
7,2275,783,1492,0500000US36015
0,47536,23814,23722,0500000US36017
1,10785,5499,5286,0500000US36017
2,13055,6733,6322,0500000US36017
3,6359,3142,3217,0500000US36017
4,7654,3830,3824,0500000US36017
5,5584,2761,2823,0500000US36017
6,2942,1399,1543,0500000US36017
7,1157,450,707,0500000US36017
0,80695,41527,39168,0500000US36019
1,17475,8874,8601,0500000US36019
2,27192,14855,12337,0500000US36019
3,10624,5569,5055,0500000US36019
4,11640,5881,5759,0500000US36019
5,7976,3884,4092,0500000US36019
6,4122,1846,2276,0500000US36019
7,1666,618,1048,0500000US36019
0,59916,30001,29915,0500000US36021
1,11466,6113,5353,0500000US36021
2,15799,8005,7794,0500000US36021
3,8385,4204,4181,0500000US36021
4,10011,5027,4984,0500000US36021
5,8190,4007,4183,0500000US36021
6,4187,1913,2274,0500000US36021
7,1878,732,1146,0500000US36021
0,47823,23370,24453,0500000US36023
1,12102,6043,6059,0500000US36023
2,16010,7906,8104,0500000US36023
3,5623,2797,2826,0500000US36023
4,6198,3060,3138,0500000US36023
5,4549,2197,2352,0500000US36023
6,2338,1028,1310,0500000US36023
